libro,id,título,campo,antes,después,motivo
innario,inno-354,"O Padre, Dio Santo",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-354,"O Padre, Dio Santo",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-355,"O Creatore, Padre d'amore",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-355,"O Creatore, Padre d'amore",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-355,"O Creatore, Padre d'amore",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-356,"O Signore, con la croce",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-356,"O Signore, con la croce",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-356,"O Signore, con la croce",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-357,In questo giorno,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-357,In questo giorno,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-357,In questo giorno,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-358,"Il regno tuo, Signor",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-358,"Il regno tuo, Signor",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-358,"Il regno tuo, Signor",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-359,O mio Signor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-359,O mio Signor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-359,O mio Signor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-360,"O Padre, tu che stai nel ciel",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-360,"O Padre, tu che stai nel ciel",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-360,"O Padre, tu che stai nel ciel",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-361,Nel percorso di mia vita,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-361,Nel percorso di mia vita,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-361,Nel percorso di mia vita,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-362,Qui raccolti al tuo cospetto,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-362,Qui raccolti al tuo cospetto,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-362,Qui raccolti al tuo cospetto,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-363,Stai con noi,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-363,Stai con noi,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-363,Stai con noi,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-364,Alzando gli occhi ai monti,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-364,Alzando gli occhi ai monti,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-364,Alzando gli occhi ai monti,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-365,Quando spunta il giorno,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-365,Quando spunta il giorno,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-365,Quando spunta il giorno,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-366,"Oh, mio fratello",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-366,"Oh, mio fratello",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-366,"Oh, mio fratello",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-367,Sto pensando alla bella mia patria,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-367,Sto pensando alla bella mia patria,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-367,Sto pensando alla bella mia patria,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-368,Avrò la vita eterna,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-368,Avrò la vita eterna,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-368,Avrò la vita eterna,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-369,Salvo da tema,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-369,Salvo da tema,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-369,Salvo da tema,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-370,Pellegrino in questa terra,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-370,Pellegrino in questa terra,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-370,Pellegrino in questa terra,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-371,Son straniero in questa terra,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-371,Son straniero in questa terra,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-371,Son straniero in questa terra,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-372,Sulle rive di quel fiume,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-372,Sulle rive di quel fiume,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-372,Sulle rive di quel fiume,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-373,Il Salvator salvezza mi donò,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-373,Il Salvator salvezza mi donò,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-373,Il Salvator salvezza mi donò,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-374,Aspetto il Signor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-374,Aspetto il Signor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-374,Aspetto il Signor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-375,Il sublime pensiero,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-375,Il sublime pensiero,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-375,Il sublime pensiero,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-376,Un dì la mia vita,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-376,Un dì la mia vita,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-376,Un dì la mia vita,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-377,Quando il suono della voce,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-377,Quando il suono della voce,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-377,Quando il suono della voce,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-378,Su nel ciel un dì con te Signore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-378,Su nel ciel un dì con te Signore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-378,Su nel ciel un dì con te Signore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-379,Senza il Padre siam deboli e soli,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-379,Senza il Padre siam deboli e soli,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-379,Senza il Padre siam deboli e soli,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-380,Il mio Gesù ascolta,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-380,Il mio Gesù ascolta,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-380,Il mio Gesù ascolta,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-381,Il Signor mi parla al cuore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-381,Il Signor mi parla al cuore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-381,Il Signor mi parla al cuore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-382,"Il mio Gesù, il buon pastor",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-382,"Il mio Gesù, il buon pastor",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-382,"Il mio Gesù, il buon pastor",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-383,Al di là del sol,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-383,Al di là del sol,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-383,Al di là del sol,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-384,Ho un buon Padre che mi invita,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-384,Ho un buon Padre che mi invita,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-384,Ho un buon Padre che mi invita,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-385,Ben può la fede,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-385,Ben può la fede,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-385,Ben può la fede,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-386,Nel suo amore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-386,Nel suo amore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-386,Nel suo amore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-387,Quando di nuvole nere,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-387,Quando di nuvole nere,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-387,Quando di nuvole nere,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-388,"Signor Gesù, fondamento d'amor",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-388,"Signor Gesù, fondamento d'amor",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-388,"Signor Gesù, fondamento d'amor",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-389,In Gesù ripongo la speranza,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-389,In Gesù ripongo la speranza,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-389,In Gesù ripongo la speranza,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-390,Gloria al Signor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-390,Gloria al Signor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-390,Gloria al Signor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-391,Ho un amico su nel cielo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-391,Ho un amico su nel cielo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-391,Ho un amico su nel cielo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-392,Cammino con fiducia,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-392,Cammino con fiducia,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-392,Cammino con fiducia,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-393,"Gesù, riposo tu mi doni",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-393,"Gesù, riposo tu mi doni",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-393,"Gesù, riposo tu mi doni",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-394,Forte rocca,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-394,Forte rocca,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-394,Forte rocca,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-395,Fino alla morte saremo fedeli,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-395,Fino alla morte saremo fedeli,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-395,Fino alla morte saremo fedeli,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-396,Poni in Dio la tua speranza,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-396,Poni in Dio la tua speranza,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-396,Poni in Dio la tua speranza,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-397,L'Eterno è il mio pastore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-397,L'Eterno è il mio pastore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-397,L'Eterno è il mio pastore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-398,"O Salvator, tu sei mio solo Re",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-398,"O Salvator, tu sei mio solo Re",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-398,"O Salvator, tu sei mio solo Re",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-399,"O mio Signor, se guardo il ciel",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-399,"O mio Signor, se guardo il ciel",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-399,"O mio Signor, se guardo il ciel",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-400,Presso di te sicura,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-400,Presso di te sicura,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-400,Presso di te sicura,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-401,Mi prendi per la mano,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-401,Mi prendi per la mano,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-401,Mi prendi per la mano,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-402,La tua presenza brama,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-402,La tua presenza brama,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-402,La tua presenza brama,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-403,La storia di Gesù,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-403,La storia di Gesù,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-403,La storia di Gesù,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-404,La voce tua dolcissima,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-404,La voce tua dolcissima,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-404,La voce tua dolcissima,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-405,Il Signor Gesù,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-405,Il Signor Gesù,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-405,Il Signor Gesù,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-406,"Lungo rivi quieti, ombrosi",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-406,"Lungo rivi quieti, ombrosi",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-406,"Lungo rivi quieti, ombrosi",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-407,Celeste Signore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-407,Celeste Signore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-407,Celeste Signore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-408,Incerto volgo il passo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-408,Incerto volgo il passo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-408,Incerto volgo il passo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-409,Celebriamo il Signore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-409,Celebriamo il Signore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-409,Celebriamo il Signore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-410,"Santo, Santo, Santo",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-410,"Santo, Santo, Santo",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-410,"Santo, Santo, Santo",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-411,Nel tempio del Signore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-411,Nel tempio del Signore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-411,Nel tempio del Signore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-412,Al Re dei secoli,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-412,Al Re dei secoli,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-412,Al Re dei secoli,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-413,Gloria al Padre,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-413,Gloria al Padre,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-413,Gloria al Padre,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-414,Il Signor con noi dimori,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-414,Il Signor con noi dimori,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-414,Il Signor con noi dimori,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-415,"Gloria al Padre, al Dio d'amor",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-415,"Gloria al Padre, al Dio d'amor",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-415,"Gloria al Padre, al Dio d'amor",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-416,Pace in terra,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-416,Pace in terra,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-416,Pace in terra,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-417,"Gloria a Dio, consolator",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-417,"Gloria a Dio, consolator",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-417,"Gloria a Dio, consolator",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-418,Gloria al Padre onnipotente,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-418,Gloria al Padre onnipotente,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-418,Gloria al Padre onnipotente,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-419,"O Eterno, benedici",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-419,"O Eterno, benedici",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-419,"O Eterno, benedici",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-420,Santo è il mio Signor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-420,Santo è il mio Signor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-420,Santo è il mio Signor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-421,Iddio lodiam con lieta fè,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-421,Iddio lodiam con lieta fè,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-421,Iddio lodiam con lieta fè,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-422,"Sia gloria a te, Signor",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-422,"Sia gloria a te, Signor",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-422,"Sia gloria a te, Signor",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-423,Tre volte Santo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-423,Tre volte Santo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-423,Tre volte Santo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-424,Amen,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-424,Amen,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-424,Amen,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-425,Shalom,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-425,Shalom,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-425,Shalom,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-426,Al nostro Dio di verità,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-426,Al nostro Dio di verità,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-426,Al nostro Dio di verità,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-427,Sette volte amen,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-427,Sette volte amen,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-427,Sette volte amen,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-428,"Silenzio, silenzio",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-428,"Silenzio, silenzio",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-428,"Silenzio, silenzio",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-429,"Amen, Signore, Amen",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-429,"Amen, Signore, Amen",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-429,"Amen, Signore, Amen",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-430,La chiesa tua,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-430,La chiesa tua,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-430,La chiesa tua,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-431,"Gran Dio, tu solo domini",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-431,"Gran Dio, tu solo domini",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-431,"Gran Dio, tu solo domini",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-432,Questo bimbo noi t'offriamo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-432,Questo bimbo noi t'offriamo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-432,Questo bimbo noi t'offriamo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-433,Padre benigno,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-433,Padre benigno,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-433,Padre benigno,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-434,"Dirigi tu, santifica",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-434,"Dirigi tu, santifica",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-434,"Dirigi tu, santifica",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-435,È la casa un paradiso,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-435,È la casa un paradiso,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-435,È la casa un paradiso,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-436,Fra bei palagi e ville,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-436,Fra bei palagi e ville,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-436,Fra bei palagi e ville,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-437,Trascorso è appena un anno,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-437,Trascorso è appena un anno,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-437,Trascorso è appena un anno,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-438,A questi tuoi figli,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-438,A questi tuoi figli,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-438,A questi tuoi figli,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-439,O Eterno creator,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-439,O Eterno creator,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-439,O Eterno creator,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-440,"Questo bimbo, o Salvator",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-440,"Questo bimbo, o Salvator",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-440,"Questo bimbo, o Salvator",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-441,Gesù volge a noi la voce,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-441,Gesù volge a noi la voce,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-441,Gesù volge a noi la voce,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-442,Cristo è il pane,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-442,Cristo è il pane,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-442,Cristo è il pane,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-443,Agnel di Dio,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-443,Agnel di Dio,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-443,Agnel di Dio,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-444,"Mio Signor, amar te solo",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-444,"Mio Signor, amar te solo",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
